"province","district","sector","cell","village","gid","lon","lat"
"Iburasirazuba","Rwamagana","Muyumbu","Murehe","Kayigi","E115S77",30.2924650248075,-2.01458405521449
"Amajyaruguru","Gicumbi","Nyankenke","Butare","Ryabishanga","E112S73",30.0131114973035,-1.59664551856397
"Amajyepfo","Nyanza","Kibilizi","Mbuye","Kigarama","E111S82",29.9078861225901,-2.40794486874804
"Amajyaruguru","Musanze","Kimonyi","Birira","Gakoro","E107S72",29.6034018216971,-1.52710434761772
"Amajyaruguru","Gakenke","Ruli","Gikingo","Kabingo","E110S76",29.8330207332135,-1.84528193984543
"Amajyepfo","Gisagara","Kigembe","Agahabwa","Kamweko","E109S85",29.7284249641826,-2.73585889613994
"Iburengerazuba","Rutsiro","Mushubati","Gitwa","Ruhinga","E105S77",29.4166695819097,-1.98799333599144
"Iburasirazuba","Gatsibo","Gitoki","Nyamirama","Nyarukombe","E116S73",30.3463838502272,-1.65197894238505
"Amajyepfo","Nyamagabe","Uwinkingi","Kibyagira","Sekera","E106S83",29.4510164081987,-2.47821528485037
"Iburasirazuba","Nyagatare","Nyagatare","Rutaraka","Ryabega","E116S70",30.3645273339469,-1.34996891870303
"Amajyepfo","Nyanza","Kibilizi","Mututu","Gicumbi","E111S81",29.9460840965646,-2.35865523525575
"Umujyi wa Kigali","Gasabo","Rusororo","Ruhanga","Rugende","E115S77",30.2473740590687,-1.94419187761584
"Iburengerazuba","Rubavu","Rugerero","Kabilizi","Ruhangiro","E104S74",29.2837869788964,-1.69555402104297
"Amajyepfo","Gisagara","Ndora","Dahwe","Gahondo","E110S84",29.8430137380398,-2.63080302911138
"Iburasirazuba","Kirehe","Mpanga","Nyakabungo","Gitega","E120S79",30.7813677325826,-2.11889536640753
"Amajyaruguru","Musanze","Gacaca","Gakoro","Cyiri","E108S72",29.7002130138352,-1.47842208164788
"Iburengerazuba","Rusizi","Nkungu","Kiziguro","Karongoro","E101S83",28.9874833644095,-2.51253802707464
"Iburasirazuba","Gatsibo","Kabarore","Nyabikiri","Nyabikiri","E117S73",30.4477453664322,-1.58539290378664
"Iburengerazuba","Karongi","Twumba","Bihumbe","Uwintobo","E105S80",29.376360621299,-2.21111787774322
"Iburasirazuba","Ngoma","Mutenderi","Mutenderi","Kibaya","E117S80",30.4819675173825,-2.2894723594573
"Iburengerazuba","Ngororero","Ndaro","Kibanda","Kideberi","E107S77",29.5607130224657,-1.98257560075463
"Iburasirazuba","Bugesera","Ntarama","Kanzenze","Karumuna","E113S78",30.1033475805984,-2.06908549922824
"Iburasirazuba","Nyagatare","Nyagatare","Ryabega","Marongero","E116S70",30.3780390060169,-1.35236948627016
"Amajyaruguru","Gakenke","Ruli","Jango","Kinyonzo","E110S75",29.8375139449702,-1.81824812850304
"Iburengerazuba","Rutsiro","Mukura","Kagano","Kibavu","E106S78",29.484240803066,-2.05634508477961
"Amajyaruguru","Burera","Bungwe","Bungwe","Zaneza","E112S72",29.9771097298502,-1.51280777720268
"Amajyepfo","Nyaruguru","Cyahinda","Rutobwe","Kanyinya","E107S86",29.6046866786324,-2.77087021130169
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Nkoma I","E117S71",30.4680647090697,-1.45707106579485
"Iburengerazuba","Karongi","Rwankuba","Munini","Muvumba","E105S79",29.38083171601,-2.18406654827548
"Iburengerazuba","Karongi","Murambi","Muhororo","Ndago","E107S79",29.5653635033475,-2.15642628078502
"Amajyaruguru","Gicumbi","Nyamiyaga","Kabuga","Mubuga","E114S74",30.1594662814025,-1.6613113358308
"Amajyepfo","Nyaruguru","Ngoma","Nyamirama","Nyagasozi","E109S86",29.705991315178,-2.76952265688192
"Amajyepfo","Ruhango","Kabagali","Remera","Birambo","E108S80",29.6262521027295,-2.2540606904383
"Iburasirazuba","Nyagatare","Rwempasha","Mishenyi","Mishenyi","E115S69",30.2790335210324,-1.24982485772453
"Iburasirazuba","Ngoma","Kazo","Karama","Karenge","E118S79",30.5291082446759,-2.16588569155788
"Iburengerazuba","Karongi","Murundi","Nzaratsi","Gatwaro","E107S79",29.5360722856848,-2.1268071124257
"Iburasirazuba","Bugesera","Shyara","Nziranziza","Nziranziza","E112S80",30.0134884122044,-2.25774864563492
"Amajyaruguru","Musanze","Nyange","Ninda","Nyarubande","E108S71",29.6349580370154,-1.42813121559256
"Iburasirazuba","Kirehe","Mushikiri","Rwanyamuhanga","Nyagateme","E118S80",30.5945326282201,-2.24325027091963
"Iburengerazuba","Ngororero","Muhanda","Rutagara","Rurambo","E106S76",29.4751141431171,-1.84859336259159
"Iburasirazuba","Bugesera","Ruhuha","Ruhuha","Mubano","E112S81",30.0405778999528,-2.30765874391863
"Umujyi wa Kigali","Gasabo","Bumbogo","Nyagasozi","Akigabiro","E113S75",30.150484908547,-1.8281530477295
"Amajyepfo","Muhanga","Rongi","Ruhango","Rukoma","E109S75",29.7069400499146,-1.8011710737991
"Iburasirazuba","Rwamagana","Muyumbu","Murehe","Bitega","E115S78",30.2812209365953,-2.0347733216499
"Amajyepfo","Kamonyi","Musambira","Rukambura","Nkomane","E110S77",29.8443583877361,-1.99432860672823
"Iburengerazuba","Rutsiro","Musasa","Nyarubuye","Bwinyana","E104S77",29.3311230943402,-1.94656409095602
"Iburasirazuba","Kayonza","Kabarondo","Kabura","Kanyegenyege","E118S78",30.5199578762257,-2.02594446624537
"Amajyepfo","Nyanza","Kibilizi","Mututu","Kivugiza","E111S81",29.9460298321674,-2.32254428566536
"Amajyaruguru","Musanze","Muko","Mburabuturo","Kabindi","E108S72",29.6461653951485,-1.54106542918558
"Umujyi wa Kigali","Gasabo","Jali","Nyabuliba","Nyaburira","E112S76",30.024419507958,-1.90133368250923
"Iburasirazuba","Rwamagana","Karenge","Bicaca","Bicaca","E116S78",30.3465555022337,-2.06025241394019
"Amajyepfo","Nyamagabe","Kaduha","Kavumu","Karehe","E106S81",29.5138325497472,-2.34783537712701
"Amajyaruguru","Rulindo","Ngoma","Kabuga","Rubona","E111S75",29.9613347929288,-1.7969149961074
"Amajyepfo","Nyamagabe","Mushubi","Cyobe","Gitikirema","E106S81",29.4687676528127,-2.31355806046668
"Amajyaruguru","Gicumbi","Ruvune","Cyandaro","Nyankokoma","E114S73",30.2022531362371,-1.64370799486012
"Amajyaruguru","Burera","Rugengabari","Nyanamo","Kiziba","E110S72",29.8217506528736,-1.54958467493855
"Iburasirazuba","Kirehe","Gahara","Nyagasenyi","Mugatare","E118S81",30.5202780831704,-2.30114046562995
"Amajyepfo","Nyaruguru","Busanze","Shororo","Bukinga","E106S86",29.5011277684958,-2.76769123186952
"Iburengerazuba","Ngororero","Ngororero","Kaseke","Kanyinya","E108S75",29.6641626203624,-1.76916042525781
"Iburasirazuba","Gatsibo","Kageyo","Gituza","Nyakabare","E115S74",30.2517951048428,-1.68031246996012
"Iburengerazuba","Nyamasheke","Macuba","Vugangoma","Cyijima","E103S81",29.1761727501275,-2.29511651113165
"Iburasirazuba","Gatsibo","Gasange","Viro","Kagogo","E115S75",30.2585577253316,-1.75256346557022
"Iburasirazuba","Kayonza","Gahini","Kahi","Akabare","E119S75",30.6031834282672,-1.82383885877204
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Minaga","E105S82",29.4217288230982,-2.46214630195568
"Amajyaruguru","Rulindo","Tumba","Misezero","Misezero","E111S74",29.9545649869518,-1.70659861093537
"Umujyi wa Kigali","Gasabo","Rutunga","Gasabo","Gasharu","E113S75",30.1347148322357,-1.80543299386833
"Amajyepfo","Kamonyi","Mugina","Mbati","Kigorora","E111S78",29.961522821292,-2.10153406951498
"Amajyepfo","Nyanza","Kibilizi","Cyeru","Rutete","E111S82",29.9011020156406,-2.38982409525707
"Iburengerazuba","Nyamasheke","Kanjongo","Kigarama","Gitwa","E102S81",29.1537022966882,-2.31975721371737
"Iburasirazuba","Bugesera","Nyamata","Maranyundo","Rugarama","E113S79",30.1214606479061,-2.16628819758129
"Iburasirazuba","Nyagatare","Katabagemu","Kanyeganyege","Kanyeganyege","E115S71",30.3104243072468,-1.42380994661116
"Amajyepfo","Nyaruguru","Rusenge","Raranzige","Akabacura","E108S84",29.6291599789346,-2.64238975858267
"Iburasirazuba","Nyagatare","Rwimiyaga","Rutungu","Bwera","E117S68",30.4705362999674,-1.1955340761108
"Amajyepfo","Huye","Ruhashya","Ruhashya","Rugarama","E109S83",29.7413944230964,-2.47409844020362
"Iburengerazuba","Rutsiro","Nyabirasi","Cyivugiza","Gishahaga","E104S75",29.3333057891003,-1.77276677667473
"Iburasirazuba","Ngoma","Remera","Ndekwe","Rukore","E117S78",30.4974601463771,-2.05728924417142
"Amajyepfo","Muhanga","Kiyumba","Remera","Nyanza","E109S76",29.7384874545643,-1.88723325121317
"Umujyi wa Kigali","Gasabo","Jabana","Ngiryi","Rubona","E113S76",30.0626716528673,-1.84305638455283
"Amajyepfo","Muhanga","Nyamabuye","Gifumba","Rugarama","E109S78",29.7431262417983,-2.08588004465675
"Amajyepfo","Nyamagabe","Buruhukiro","Rambya","Buruhukiro","E105S82",29.4284399814687,-2.43736975144975
"Umujyi wa Kigali","Gasabo","Rusororo","Nyagahinga","Kanyinya","E114S77",30.1978463505353,-1.96850515016241
"Iburengerazuba","Karongi","Twumba","Murehe","Kaganda","E105S80",29.3786402617644,-2.23597353610005
"Iburasirazuba","Nyagatare","Rwempasha","Mishenyi","Kinungu","E115S69",30.2632921502788,-1.22710432267307
"Umujyi wa Kigali","Gasabo","Rutunga","Kacyatwa","Munini","E114S76",30.1887735531098,-1.84659050278325
"Amajyepfo","Gisagara","Musha","Kimana","Nyabiduha","E110S83",29.8135215514975,-2.519917005556
"Iburasirazuba","Nyagatare","Rukomo","Nyakagarama","Kayenzi","E114S70",30.2406593864608,-1.35089889120136
"Amajyepfo","Gisagara","Save","Zivu","Ryarubayi","E110S84",29.8271044793106,-2.55841854866056
"Iburengerazuba","Karongi","Rwankuba","Munini","Muyira","E105S80",29.392102299865,-2.1999733399268
"Iburasirazuba","Ngoma","Rurenge","Muhurire","Nyamata","E118S78",30.5470462515874,-2.08938026346303
"Amajyaruguru","Gakenke","Kivuruga","Ruhinga","Rwakirari","E109S73",29.7429432119051,-1.62776950584449
"Amajyepfo","Nyanza","Kibilizi","Mututu","Kabeza","E111S81",29.9212856493835,-2.33810568642994
"Iburasirazuba","Bugesera","Nyamata","Kayumba","Karambi","E113S78",30.0943699734203,-2.10058514342885
"Iburengerazuba","Rutsiro","Kigeyo","Rukaragata","Rwambeho","E105S76",29.344577785724,-1.84284891999067
"Iburasirazuba","Gatsibo","Rwimbogo","Rwikiniro","Rwikiniro I","E117S73",30.4747644139229,-1.65559122110617
"Amajyepfo","Gisagara","Mamba","Kabumbwe","Munopfu","E111S82",29.9485162979598,-2.46701373504081
"Amajyepfo","Kamonyi","Kayumbu","Giko","Nyarusange","E110S77",29.7992972314903,-1.93972926152245
"Amajyepfo","Huye","Simbi","Mugobore","Nyagasozi","E108S83",29.6559156344856,-2.51168691925287
"Amajyaruguru","Gicumbi","Byumba","Murama","Rurambi","E112S72",30.0243794577336,-1.55389844264699
"Amajyaruguru","Gakenke","Mugunga","Rutabo","Kabuhoro","E108S74",29.6664041841037,-1.67665863814156
"Amajyepfo","Nyamagabe","Musebeya","Nyarurambi","Cyarwa","E106S82",29.4621200093303,-2.38574453627499
"Amajyaruguru","Gicumbi","Ruvune","Cyandaro","Mushesho","E114S73",30.2000027413175,-1.62789501896938
"Amajyepfo","Muhanga","Kibangu","Jurwe","Kimisange","E108S76",29.6731968543716,-1.86628932244914
"Iburasirazuba","Kirehe","Mahama","Umunini","Kagera","E121S81",30.8379562961033,-2.31569287417842
"Amajyepfo","Ruhango","Bweramana","Murama","Kivomo","E108S80",29.6847306450135,-2.21397846083201
"Iburengerazuba","Rusizi","Bugarama","Ryankana","Nyehonga","E101S85",29.0396056906672,-2.70497585534839
"Iburasirazuba","Nyagatare","Nyagatare","Barija","Burumba","E116S69",30.3645767216894,-1.29133833027126
"Iburengerazuba","Rusizi","Mururu","Miko","Kabageni","E100S83",28.9312507230146,-2.52335286017222
"Amajyaruguru","Rulindo","Masoro","Kigarama","Gacyamo","E112S75",30.0604150287679,-1.82949689720024
"Iburasirazuba","Nyagatare","Matimba","Bwera","Rugaga","E117S68",30.4638082374846,-1.17065813143286
"Amajyepfo","Kamonyi","Mugina","Kabugondo","Cyeru","E112S79",29.9841324646313,-2.18976309210749
"Iburasirazuba","Rwamagana","Nzige","Kigarama","Kajevuba","E116S77",30.3420057169748,-2.00606568936202
"Amajyepfo","Nyaruguru","Ngoma","Kiyonza","Maraba","E108S86",29.6834502536506,-2.75802992873218
"Amajyaruguru","Musanze","Nyange","Ninda","Nyabutaka","E108S71",29.6146959234543,-1.43469911239894
"Iburengerazuba","Nyamasheke","Kagano","Gako","Kazibira","E102S82",29.1245241330468,-2.3736981605834
"Iburasirazuba","Nyagatare","Karangazi","Rwisirabo","Gakoma","E116S71",30.396024809536,-1.39766429548843
"Amajyepfo","Nyanza","Kigoma","Butansinda","Mataba","E110S81",29.7996607877995,-2.30535025312583
"Iburasirazuba","Kirehe","Kigarama","Cyanya","Cyanya","E119S81",30.6532717047786,-2.35437971288338
"Amajyepfo","Kamonyi","Karama","Bitare","Kabuga","E110S77",29.8713562846824,-1.96751265637487
"Iburengerazuba","Karongi","Ruganda","Rugobagoba","Gatare","E106S79",29.4933503162629,-2.16930011160947
"Iburasirazuba","Gatsibo","Murambi","Rwankuba","Urugarama","E116S75",30.3554184634301,-1.82800295768459
"Amajyepfo","Muhanga","Rongi","Gasagara","Fumbwe","E109S75",29.7767301092419,-1.81765009995497
"Iburasirazuba","Rwamagana","Gahengeri","Rweri","Akinteko","E115S77",30.2901843407565,-1.9762105757927
"Amajyepfo","Nyamagabe","Kibirizi","Gashiha","Muganza","E107S82",29.5522428073189,-2.4407508893175
"Amajyaruguru","Rulindo","Bushoki","Kayenzi","Rwanzu","E111S74",29.9275471836905,-1.70407069602665
"Amajyepfo","Nyaruguru","Munini","Ntwali","Rwinanka","E106S85",29.5167756979654,-2.72040925378329
"Iburasirazuba","Nyagatare","Matimba","Bwera","Bwera","E117S68",30.4457943872453,-1.16595051905885
"Amajyepfo","Kamonyi","Mugina","Mbati","Kigorora","E111S78",29.9615249994696,-2.10379068811349
"Amajyepfo","Muhanga","Kabacuzi","Sholi","Mucyamo","E109S77",29.7610430223091,-1.9664386114708
"Iburengerazuba","Ngororero","Ndaro","Bitabage","Kamuyobora","E107S77",29.6102536131777,-2.01238804335738
"Amajyepfo","Nyaruguru","Ruramba","Nyarugano","Uruyange","E107S84",29.5277264917263,-2.57599588187966
"Iburasirazuba","Gatsibo","Gatsibo","Nyabicwamba","Gatungu","E115S72",30.2450543746832,-1.56295285885163
"Amajyaruguru","Gicumbi","Giti","Gatobotobo","Nyamirambo","E114S75",30.2022586734738,-1.7542387210481
"Amajyepfo","Muhanga","Rongi","Nyamirambo","Karambi","E109S75",29.7429611235379,-1.81280614831819
"Amajyepfo","Nyanza","Kibilizi","Rwotso","Bigarama","E110S82",29.8808711610895,-2.40994583601038
"Iburengerazuba","Ngororero","Ngororero","Torero","Rwambariro","E108S76",29.6371826839571,-1.87045548701868
"Iburasirazuba","Ngoma","Kibungo","Gatonde","Karungu","E118S78",30.6011282446499,-2.10798548399812
"Iburengerazuba","Nyabihu","Rambura","Rugamba","Nkomane","E106S74",29.4840851278508,-1.69068666805796
"Amajyepfo","Gisagara","Muganza","Muganza","Gitisi","E110S84",29.8790442558089,-2.63339481052876
"Umujyi wa Kigali","Gasabo","Kinyinya","Gasharu","Kami","E113S76",30.1054797747439,-1.89989071088037
"Iburasirazuba","Nyagatare","Matimba","Kagitumba","Munini","E117S67",30.4617104487431,-1.05564731030825
"Amajyepfo","Huye","Huye","Sovu","Kabagendera","E108S84",29.6965277421178,-2.55946920423578
"Iburasirazuba","Nyagatare","Karama","Ndego","Ndego","E114S70",30.1640851691255,-1.36136474593398
"Iburengerazuba","Rusizi","Gikundamvura","Mpinga","Kaberenge","E101S84",29.0483892231595,-2.59662986255305
"Iburasirazuba","Bugesera","Juru","Juru","Nyamigende","E115S78",30.2474991983112,-2.09985753667018
"Amajyepfo","Huye","Simbi","Kabusanza","Ntobwe","E109S83",29.7166827819591,-2.50321636527159
"Amajyaruguru","Burera","Rugengabari","Nyanamo","Bwenjeli","E110S72",29.8217540010441,-1.53830361013904
"Iburasirazuba","Rwamagana","Nyakaliro","Bihembe","Ngarama","E115S78",30.2699604287824,-2.03465918698105
"Amajyaruguru","Gakenke","Mugunga","Mutego","Kamasanze","E108S74",29.6641554334106,-1.72176962209574
"Amajyepfo","Gisagara","Nyanza","Umubanga","Manyoni","E109S86",29.7488467853046,-2.80151961639835
"Iburasirazuba","Nyagatare","Rukomo","Nyakagarama","Kayenzi","E114S70",30.2383989511541,-1.3621513741727
"Iburasirazuba","Bugesera","Mwogo","Bitaba","Bitaba","E114S78",30.1641602984397,-2.08322909694086
"Iburengerazuba","Ngororero","Bwira","Kabarondo","Nyakarambi","E107S77",29.580949610853,-1.94891123258174
"Iburasirazuba","Bugesera","Mareba","Rango","Mbuga","E112S80",30.0540534570981,-2.28296622555869
"Amajyepfo","Nyanza","Muyira","Migina","Kinyana","E110S82",29.8470477869239,-2.3780262958911
"Umujyi wa Kigali","Nyarugenge","Mageregere","Nyarufunzo","Nyarurama","E112S77",30.0582653125234,-2.01222937062578
"Amajyaruguru","Gakenke","Mugunga","Rutenderi","Nyundo","E108S74",29.6371426706227,-1.71022258699461
"Iburasirazuba","Bugesera","Ntarama","Cyugaro","Kidudu","E112S79",30.022339065131,-2.12469553023124
"Amajyaruguru","Gicumbi","Mutete","Nyarubuye","Nkenzi","E113S74",30.0829054511645,-1.68308393772613
"Iburengerazuba","Ngororero","Sovu","Kagano","Ndagarago","E106S76",29.5021451536168,-1.90076371544868
"Iburasirazuba","Rwamagana","Muyumbu","Akinyambo","Ryabaheshwa","E115S77",30.2563984024501,-1.96909885071837
"Iburasirazuba","Bugesera","Nyamata","Maranyundo","Muyange","E113S79",30.1079320491165,-2.15035972734524
"Iburengerazuba","Nyabihu","Shyira","Kintarure","Kabuguzo","E107S74",29.5988767448428,-1.70759352799472
"Amajyepfo","Huye","Kigoma","Gishihe","Kabingo","E108S83",29.6536276012179,-2.49134759645638
"Umujyi wa Kigali","Gasabo","Rutunga","Kibenga","Abanyangeyo","E114S75",30.1729969339645,-1.80807912678702
"Iburasirazuba","Bugesera","Musenyi","Gicaca","Cyanika","E112S80",30.0066596262149,-2.19900907990729
"Amajyaruguru","Gakenke","Janja","Gashyamba","Gatongo","E108S74",29.6979190747652,-1.6566590128315
"Iburengerazuba","Rusizi","Gihundwe","Kagara","Nyandarama","E100S82",28.9108569728878,-2.4350883714787
"Amajyaruguru","Gakenke","Muyongwe","Karyango","Mahaha","E111S74",29.8870212845773,-1.69463934697692
"Amajyepfo","Kamonyi","Nyamiyaga","Ngoma","Kinanira","E111S78",29.9592399763731,-2.06766304393815
"Iburasirazuba","Kirehe","Kigarama","Kiremera","Kimesho","E120S81",30.720827026964,-2.33477435936263
"Amajyepfo","Nyamagabe","Kibirizi","Ruhunga","Gakoma","E106S83",29.5208101853949,-2.48787744921392
"Iburasirazuba","Nyagatare","Tabagwe","Tabagwe","Tabagwe","E114S69",30.2046824624924,-1.28511257884126
"Iburasirazuba","Kayonza","Rukara","Rukara","Butimba","E117S75",30.4612750845513,-1.82459615242711
"Iburengerazuba","Rutsiro","Murunda","Rugeyo","Musongati","E105S76",29.3918593096792,-1.89295283767327
"Iburasirazuba","Ngoma","Rukumberi","Rwintashya","Rwimpongo I","E115S79",30.3196323163444,-2.16149756948147
"Iburengerazuba","Karongi","Rubengera","Bubazi","Kigarama","E105S78",29.4279919585544,-2.0783955199752
"Amajyepfo","Nyaruguru","Ngera","Nyanza","Kibingo","E109S85",29.7125818316352,-2.69959101300498
"Iburasirazuba","Nyagatare","Mimuri","Mimuri","Karukwanzi","E115S71",30.2496021433939,-1.4524839039049
"Amajyepfo","Gisagara","Kibirizi","Duwani","Cyahafi","E109S84",29.7753976790007,-2.59631585943333
"Amajyepfo","Gisagara","Save","Gatoki","Gashubi","E109S83",29.77755019452,-2.54667141425219
"Iburengerazuba","Rubavu","Kanzenze","Nyamirango","Mizingo","E105S73",29.3985616434101,-1.64698454905899
"Iburasirazuba","Gatsibo","Gitoki","Karubungo","Nyagacyamo","E116S73",30.3418822898897,-1.62261127561374
"Amajyaruguru","Musanze","Gataraga","Rungu","Gahira","E106S72",29.5066084975756,-1.55323677381298
"Iburasirazuba","Rwamagana","Karenge","Bicaca","Karuyenzi","E116S78",30.3420762952402,-2.08727755147111
"Amajyepfo","Gisagara","Save","Gatoki","Kampuro","E109S83",29.7842655564949,-2.52641693125438
"Amajyaruguru","Rulindo","Cyinzuzi","Rudogo","Munini","E112S75",29.9996031270162,-1.76345617144219
"Amajyaruguru","Rulindo","Cyinzuzi","Migendezo","Marembo","E112S75",29.9906007660534,-1.78141495488664
"Amajyepfo","Kamonyi","Kayenzi","Cubi","Nyakigezi","E110S76",29.8397918299612,-1.88596630153359
"Umujyi wa Kigali","Nyarugenge","Kigali","Kigali","Akirwanda","E112S77",30.0334586137608,-1.95783095536991
"Amajyepfo","Gisagara","Gishubi","Nyakibungo","Rebero","E111S84",29.9127147660651,-2.58404810683652
"Amajyepfo","Muhanga","Kabacuzi","Buramba","Musasa","E109S77",29.7115175887829,-1.96596028866947
"Iburasirazuba","Kayonza","Kabarondo","Cyabajwa","Nkuba I","E118S77",30.5334675844496,-2.01931833779641
"Iburengerazuba","Nyabihu","Shyira","Mutanda","Kidandari","E107S74",29.5921230339347,-1.68044677804593
"Amajyepfo","Nyanza","Busasamana","Rwesero","Gisando","E109S82",29.7254848728607,-2.38365549033455
"Amajyepfo","Nyaruguru","Muganza","Samiyonga","Kigwene","E106S85",29.4536575166451,-2.67920267115945
"Iburasirazuba","Nyagatare","Rwimiyaga","Nyendo","Isangano","E116S68",30.4187210737299,-1.20398505255009
"Amajyepfo","Kamonyi","Mugina","Mugina","Mparo","E111S79",29.970546896439,-2.11967506854154
"Amajyaruguru","Rulindo","Rusiga","Kirenge","Rebero","E111S75",29.927558535005,-1.78078339733997
"Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Agasugi","E105S85",29.4086932677464,-2.70364550613904
"Amajyaruguru","Gakenke","Rusasa","Gataba","Gataba","E108S73",29.6529029094071,-1.61108469381469
"Iburasirazuba","Kayonza","Nyamirama","Rurambi","Shirinyota","E117S77",30.506393392759,-1.9603939901934
"Amajyepfo","Gisagara","Save","Gatoki","Gashubi","E109S83",29.7843176475737,-2.55350643700053
"Amajyaruguru","Burera","Kinyababa","Bugamba","Ndabizi","E110S70",29.8218307298232,-1.38037522939718
"Iburasirazuba","Ngoma","Rurenge","Rwikubo","Kivugangoma","E117S78",30.4817291834864,-2.09547278576935
"Amajyepfo","Kamonyi","Kayenzi","Mataba","Gasasa","E110S76",29.8555554740307,-1.89514738263662
"Amajyaruguru","Burera","Rugengabari","Nyanamo","Kiziba","E110S72",29.8285025944425,-1.55642123323466
"Amajyepfo","Nyaruguru","Ngera","Mukuge","Mukuge","E108S85",29.701304614995,-2.69045754221727
"Iburengerazuba","Ngororero","Sovu","Musenyi","Gisiza","E107S77",29.5741841021148,-1.92627622239399
"Iburasirazuba","Rwamagana","Mwulire","Bicumbi","Nyagihanga","E116S77",30.3802819534523,-1.99066752330369
"Amajyepfo","Ruhango","Kinihira","Kirwa","Muyange","E108S79",29.6576912432783,-2.19115169093386
"Amajyaruguru","Gakenke","Busengo","Mwumba","Rutenga","E109S73",29.7091768958024,-1.62517876943958
"Amajyepfo","Nyanza","Muyira","Nyamiyaga","Nzovi","E110S81",29.8537638290418,-2.3532618497478
"Amajyepfo","Ruhango","Mwendo","Kigarama","Gitaraga","E108S79",29.6936371297933,-2.12377725723402
"Amajyaruguru","Musanze","Nyange","Ninda","Garuka","E108S71",29.6236904627895,-1.45284001467008
"Iburasirazuba","Ngoma","Rukira","Nyinya","Ruhama","E119S79",30.6304952648798,-2.18046569039563
"Iburengerazuba","Rutsiro","Mukura","Kageyo","Ntonde","E106S77",29.4954409350246,-1.98421659965499
"Iburasirazuba","Bugesera","Rilima","Nyabagendwa","Rwibikara","E114S80",30.2093429131501,-2.21454208516018
"Iburasirazuba","Bugesera","Juru","Rwinume","Kinihira","E114S79",30.1979704394525,-2.11515391978302
"Amajyepfo","Ruhango","Mbuye","Gisanga","Sahara","E110S79",29.8129428851342,-2.11589002491619
"Iburengerazuba","Rubavu","Cyanzarwe","Kinyanzovu","Muhororo","E104S73",29.308542402832,-1.63935711519924
"Iburasirazuba","Kayonza","Ndego","Karambi","Murambi","E120S77",30.7542097068223,-1.98555684581817
"Iburengerazuba","Karongi","Twumba","Gitabura","Kibingo","E104S79",29.3380729887786,-2.18593383508161
"Iburasirazuba","Gatsibo","Gatsibo","Nyagahanga","Nyakibande","E114S73",30.2292764892426,-1.64398852859622
"Iburengerazuba","Karongi","Mutuntu","Gisayura","Taba","E106S80",29.4439295118817,-2.25237396695745
"Umujyi wa Kigali","Gasabo","Rusororo","Kinyana","Nyagisozi","E115S76",30.2428490729277,-1.90805133654266
"Iburasirazuba","Bugesera","Mareba","Rugarama","Kayonza","E113S80",30.0810205408764,-2.24261055503144
"Iburengerazuba","Nyabihu","Karago","Gatagara","Gisunzu","E107S73",29.5471068124946,-1.65067151681216
"Iburasirazuba","Rwamagana","Nyakaliro","Bihembe","Ngarama","E115S78",30.2699661345832,-2.04142719594294
"Iburasirazuba","Ngoma","Rukumberi","Rwintashya","Rwimpongo I","E115S79",30.3196348878325,-2.16375363332348
"Iburengerazuba","Nyamasheke","Ruharambuga","Wimana","Gakomeye","E101S83",29.0437258948943,-2.50624435648158
"Iburasirazuba","Nyagatare","Tabagwe","Gitengure","Kayigiro","E115S69",30.2677427410119,-1.28127574608819
"Iburengerazuba","Ngororero","Hindiro","Marantima","Munyegera","E107S75",29.5853936887178,-1.82256223244253
"Iburasirazuba","Kirehe","Mushikiri","Rwanyamuhanga","Bweramana","E118S80",30.5922768253864,-2.24097144763537
"Amajyaruguru","Gakenke","Muhondo","Gasiza","Gasiza","E111S75",29.8960477401698,-1.81431469957913
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Kagano","E105S82",29.3969590146595,-2.45514997156821
"Amajyepfo","Kamonyi","Nyamiyaga","Kidahwe","Nyarubuye","E111S78",29.9231906698751,-2.03797448060714
"Umujyi wa Kigali","Nyarugenge","Mageregere","Mataba","Kwisanga","E113S78",30.0763084142396,-2.04850993475982
"Amajyaruguru","Gakenke","Mataba","Gikombe","Muhororo","E109S74",29.7451953325628,-1.73384712923262
"Iburasirazuba","Rwamagana","Munyiginya","Cyarukamba","Rweza","E116S77",30.3689882669481,-1.94318130346033
"Amajyaruguru","Musanze","Busogo","Kavumu","Gatovu","E107S73",29.5763803822424,-1.56520136851846
"Iburasirazuba","Rwamagana","Mwulire","Mwulire","Gisanza","E116S77",30.4185646672781,-1.98203888435326
"Iburengerazuba","Karongi","Rwankuba","Bigugu","Nyantwa","E105S79",29.3718341678809,-2.1884996032201
"Amajyepfo","Ruhango","Ruhango","Buhoro","Nyarutovu","E109S79",29.7815011665777,-2.18781074236183
"Amajyepfo","Nyanza","Ntyazo","Kagunga","Rusasa","E110S82",29.8516662633868,-2.44804164709526
"Amajyaruguru","Gicumbi","Mutete","Gaseke","Nyamabuye","E113S75",30.0964254392599,-1.76894798723807
"Amajyaruguru","Gicumbi","Byumba","Nyakabungo","Gacyamo","E112S72",30.0311419895254,-1.52915338195452
